timestamp,acc_x,acc_y,acc_z
5650.0,4.3300,2.9600,8.0088
5700.0,4.2100,3.0600,8.1177
5750.0,4.2100,2.9100,8.1177
5800.0,4.2900,2.9800,8.2403
5850.0,4.2500,3.1700,8.1586
5900.0,4.1400,3.1100,8.1995
5950.0,4.1000,3.0600,8.1586
6000.0,4.1000,2.9600,8.2403
6050.0,4.1400,2.9600,8.2403
6100.0,4.1400,2.9800,8.1995
6150.0,4.1800,3.0200,8.1995
6200.0,4.1800,3.0200,8.1177
6250.0,4.1400,2.9800,8.1177
6300.0,4.0600,3.0200,8.1177
6350.0,4.1400,3.0200,8.1177
6400.0,4.1800,2.9800,8.1586
6450.0,4.2100,2.9800,8.1586
6500.0,4.1400,3.0200,8.1177
6550.0,4.1000,3.0600,8.1995
6600.0,4.1400,3.0600,8.1586
6650.0,4.1000,2.9800,8.1586
6700.0,4.1400,3.0600,8.1586
6750.0,4.1000,3.0200,8.1586
6800.0,4.1800,3.0200,8.1995
6850.0,4.1400,3.0200,8.1995
6900.0,4.1400,3.0200,8.1586
6950.0,4.1400,3.0600,8.1995
7000.0,4.1400,3.0200,8.1586
7050.0,4.1400,3.0200,8.1995
7100.0,4.1400,2.9800,8.1177
7150.0,4.1800,3.0200,8.1177
7200.0,4.1400,3.0200,8.1586
7250.0,4.1800,3.0200,8.1995
7300.0,4.1800,3.0200,8.1586
7350.0,4.1400,2.9800,8.1586
7400.0,4.1400,3.0200,8.1586
7450.0,4.1400,3.0200,8.1586
7500.0,4.1400,3.0200,8.1586
7550.0,4.1000,3.0600,8.1586
7600.0,4.1000,3.0600,8.1586
7650.0,4.1800,3.0200,8.1995
7700.0,4.1400,3.0200,8.1586
7750.0,4.1400,2.9800,8.1586
7800.0,4.1800,3.0200,8.1586
7850.0,4.1400,3.0200,8.1586
7900.0,4.1400,2.9800,8.2403
7950.0,4.1000,3.0200,8.1586
8000.0,4.1400,2.9800,8.1995
8050.0,4.1400,2.9800,8.1586
8100.0,4.1800,3.0600,8.1586
8150.0,4.1400,2.9800,8.1586
8200.0,4.1400,3.0200,8.1995
8250.0,4.1000,3.0200,8.1586
8300.0,4.1000,3.0200,8.1177
8350.0,4.1400,3.0200,8.1995
8400.0,4.1400,2.9800,8.1995
8450.0,4.1400,3.0200,8.1995
8500.0,4.1400,2.9800,8.1995
8550.0,4.1000,2.9800,8.1995
8600.0,4.1000,3.0200,8.2403
8650.0,4.0600,2.9600,8.1995
8700.0,4.1400,2.9800,8.1586
8750.0,4.1400,3.0200,8.1995
8800.0,4.1400,3.0200,8.1586
8850.0,4.1400,3.0200,8.1177
8900.0,4.1000,3.0200,8.1586
8950.0,4.1400,3.0200,8.1586
9000.0,4.1400,3.0200,8.1586
9050.0,4.1400,3.0600,8.1586
9100.0,4.1000,3.0600,8.1995
9150.0,4.1000,3.0200,8.1177
9200.0,4.1400,3.0200,8.1586
9250.0,4.1400,3.0200,8.1177
9300.0,4.1000,3.0200,8.1177
9350.0,4.1400,3.0200,8.1586
9400.0,4.1000,2.9600,8.1995
9450.0,4.1400,2.9800,8.1995
9500.0,4.1400,3.0200,8.1586
9550.0,4.1000,2.9800,8.1995
9600.0,4.1400,3.0200,8.1995
9650.0,4.1000,3.0200,8.1995
9700.0,4.1000,3.0200,8.1177
9750.0,4.1000,3.0200,8.1586
9800.0,4.1000,2.9800,8.1995
9850.0,4.1400,3.0200,8.2403
9900.0,4.0600,2.9800,8.1995
9950.0,4.1000,2.9800,8.2403
10000.0,4.1000,2.9800,8.2403
10050.0,4.1000,2.9800,8.2403
10100.0,4.0600,2.9800,8.1995
10150.0,4.1000,3.0200,8.2403
10200.0,4.1000,3.0200,8.2403
10250.0,4.1000,2.9800,8.1177
10300.0,4.1000,2.9800,8.1995
10350.0,4.1000,2.9800,8.1995
10400.0,4.1000,3.0200,8.1586
10450.0,4.1000,3.0200,8.1586
10500.0,4.1000,3.0200,8.1586
10550.0,4.1000,3.0200,8.1995
10600.0,4.1400,2.9800,8.1995
10650.0,4.1000,2.9800,8.1177
10700.0,4.1400,3.0200,8.1586
10750.0,4.1000,3.0200,8.1995
10800.0,4.1000,2.9800,8.1995
10850.0,4.1000,2.9800,8.1995
10900.0,4.1400,3.0200,8.1995
10950.0,4.1000,2.9800,8.1586
11000.0,4.1400,2.9800,8.2403
11050.0,4.0200,2.9800,8.2403
11100.0,4.1000,3.0200,8.1995
11150.0,4.1400,3.0200,8.1995
11200.0,4.1000,3.0200,8.1586
11250.0,4.1000,3.0200,8.1995
11300.0,4.1000,3.0200,8.1995
11350.0,4.0200,3.0200,8.1586
11400.0,4.1400,3.0200,8.1177
11450.0,4.1400,3.0200,8.1586
11500.0,4.1400,3.0200,8.1995
11550.0,4.1400,2.9800,8.1586
11600.0,4.1400,3.0200,8.1995
11650.0,4.1400,2.9800,8.1586
11700.0,4.1000,3.0200,8.1586
11750.0,4.1000,2.9800,8.2403
11800.0,4.1000,2.9800,8.1995
11850.0,4.1000,3.0200,8.1995
11900.0,4.1000,2.9800,8.1995
11950.0,4.1000,3.0200,8.1586
12000.0,4.1400,2.9800,8.1586
12050.0,4.1400,3.0200,8.1995
12100.0,4.1000,3.0200,8.1177
12150.0,4.1400,3.0200,8.1177
12200.0,4.1400,3.0200,8.1177
12250.0,4.1400,3.0200,8.1586
12300.0,4.1000,3.0200,8.1586
12350.0,4.1000,3.0200,8.1177
12400.0,4.1400,3.0200,8.1995
12450.0,4.1000,3.0600,8.1177
12500.0,4.1400,3.0200,8.1177
12550.0,4.1400,3.0200,8.0769
12600.0,4.1400,3.0200,8.0769
12650.0,4.1800,3.0200,8.1586
12700.0,4.1800,3.0200,8.1586
12750.0,4.1000,2.9800,8.1177
12800.0,4.1000,3.0200,8.1586
12850.0,4.1000,2.9800,8.1586
12900.0,4.1000,3.0200,8.1995
12950.0,4.0600,3.0200,8.1586
13000.0,4.0200,3.0200,8.1586
13050.0,4.1000,2.9800,8.1586
13100.0,4.0200,3.0200,8.1177
13150.0,4.1400,3.0200,8.1995
13200.0,4.0600,2.9800,8.1177
13250.0,4.0200,3.0200,8.1995
13300.0,4.1000,3.0200,8.1995
13350.0,4.0600,3.0200,8.1586
13400.0,4.1000,2.9800,8.1995
13450.0,4.0600,3.0200,8.1177
13500.0,4.1000,2.9800,8.0769
13550.0,4.0600,3.0600,8.1995
13600.0,4.0600,3.0200,8.0769
13650.0,4.1000,2.9800,8.1177
13700.0,4.1000,2.9800,8.1586
13750.0,4.0600,3.0600,8.1586
13800.0,4.0600,3.0200,8.1586
13850.0,4.0600,3.0200,8.1177
13900.0,4.1000,3.0200,8.1586
13950.0,4.0600,3.0200,8.1586
14000.0,4.1000,3.0200,8.0769
14050.0,4.1400,3.0200,8.1177
14100.0,4.1000,3.0200,8.1177
14150.0,4.1000,3.0200,8.1586
14200.0,4.0600,2.9800,8.1586
14250.0,4.1000,3.0200,8.1995
14300.0,4.1000,3.0200,8.1586
14350.0,4.1000,2.9800,8.1586
14400.0,4.0600,3.0200,8.1586
14450.0,4.0600,3.0200,8.1586
14500.0,4.1000,3.0200,8.1586
14550.0,4.1400,3.0200,8.1177
14600.0,4.1000,3.0200,8.1177
14650.0,4.1000,3.0600,8.1177
14700.0,4.1000,3.0200,8.1586
14750.0,4.1000,3.0200,8.0769
14800.0,4.0600,3.0200,8.1177
14850.0,4.0600,3.0200,8.1586
14900.0,4.1000,3.0200,8.1586
14950.0,4.1000,2.9800,8.0769
15000.0,4.1000,3.0200,8.1177
15050.0,4.1000,3.0200,8.1177
15100.0,4.1000,3.0600,8.1177
15150.0,4.0600,3.0200,8.1177
15200.0,4.1000,3.0200,8.1586
15250.0,4.1000,3.0200,8.1995
15300.0,4.0600,3.0200,8.1586
15350.0,4.1000,2.9800,8.1177
15400.0,4.1000,3.0200,8.1586
15450.0,4.0600,3.0200,8.1177
15500.0,4.1400,3.0200,8.1177
15550.0,4.1000,3.0600,8.1586
15600.0,4.1000,3.0200,8.1995
15650.0,4.1000,3.0200,8.1995
15700.0,4.1000,3.0200,8.1586
15750.0,4.1000,2.9800,8.1586
15800.0,4.0600,3.0600,8.0769
15850.0,4.0600,3.0600,8.0769
15900.0,4.0200,3.0200,8.1586
15950.0,4.0600,3.0200,8.1995
16000.0,4.1000,2.9800,8.1995
16050.0,4.0600,3.0200,8.1586
16100.0,4.1000,3.0200,8.2403
16150.0,4.0600,3.0200,8.1177
16200.0,4.0600,3.0200,8.1995
16250.0,4.0600,3.0200,8.1586
16300.0,4.0200,3.0200,8.1995
16350.0,4.1000,3.0600,8.1177
16400.0,4.1000,3.0200,8.1586
16450.0,4.0600,2.9800,8.1586
16500.0,4.0600,3.0200,8.1177
16550.0,4.0200,2.9800,8.1177
16600.0,4.0200,3.0200,8.2812
16650.0,4.1000,3.0200,8.0769
16700.0,4.1000,3.0600,8.1586
16750.0,4.0200,3.0200,8.2403
16800.0,4.1000,3.0200,8.0769
16850.0,4.1800,3.1100,8.0496
16900.0,4.1800,3.0200,8.0769
16950.0,4.2900,3.1100,7.8862
17000.0,4.0600,2.3000,7.6955
17050.0,3.1500,2.1800,8.2403
17100.0,1.7600,2.5600,9.4253
17150.0,3.6400,3.1100,9.1120
17200.0,5.7500,4.1000,8.0496
17250.0,9.5300,6.8900,7.0145
17300.0,8.7300,6.8500,4.8216
17350.0,3.7600,2.7200,2.4517
17400.0,6.6600,0.0800,7.5048
17450.0,2.6400,3.2600,9.1937
17500.0,3.1500,3.5300,7.6274
17550.0,2.1100,1.3800,7.8181
17600.0,2.9800,2.7200,9.2346
17650.0,4.1000,3.1700,8.3493
17700.0,4.2900,3.6000,7.5457
17750.0,5.5600,3.9500,7.8589
17800.0,5.0500,3.9500,7.5865
17850.0,3.7600,3.1100,8.1177
17900.0,4.1800,3.1700,8.6898
17950.0,4.1800,2.9800,8.0496
18000.0,4.6000,3.4100,7.8862
18050.0,4.4000,2.9100,7.8862
18100.0,4.2500,2.9600,8.2812
18150.0,3.9500,3.1100,8.2403
18200.0,4.1000,3.2600,8.0496
18250.0,4.1800,3.1700,8.0496
18300.0,4.0600,3.1100,8.1177
18350.0,3.9900,3.0600,8.1995
18400.0,4.0200,3.1700,8.1586
18450.0,4.1800,3.1100,8.0769
18500.0,4.1400,3.1100,8.0769
18550.0,4.0600,3.1100,8.0088
18600.0,4.1800,3.1500,8.0496
18650.0,4.2500,3.0600,8.0088
18700.0,4.3300,3.0200,8.0496
18750.0,4.2100,3.1500,8.0496
18800.0,4.2500,3.1100,8.0769
18850.0,4.3300,3.1100,8.0088
18900.0,4.3700,3.1500,8.0496
18950.0,4.2500,3.1700,8.0769
19000.0,4.2100,3.1100,8.0769
19050.0,4.2100,3.1100,8.0769
19100.0,4.1000,3.0200,7.9679
19150.0,4.1000,3.1100,8.0088
19200.0,4.2500,3.2100,8.0496
19250.0,4.4000,3.1100,8.0496
19300.0,4.4400,2.8700,7.9679
19350.0,4.2900,2.9800,8.0769
19400.0,4.2100,3.1500,8.0769
19450.0,4.3300,3.1500,7.8862
19500.0,4.2900,2.9800,7.9270
19550.0,4.1000,2.9100,8.0769
19600.0,4.2500,2.8700,8.0088
19650.0,4.2500,2.9600,7.9270
19700.0,4.1000,3.0600,8.0088
19750.0,4.2900,3.1500,8.0088
19800.0,4.4400,2.9800,8.0088
19850.0,4.5200,3.1100,8.0769
19900.0,4.5600,3.1700,8.0769
19950.0,4.6000,3.1100,8.0769
20000.0,4.3300,3.0200,8.0769
20050.0,4.1800,2.9600,7.9270
20100.0,4.1000,3.0600,8.0769
20150.0,4.3700,3.0600,7.9270
20200.0,4.2500,3.0200,8.0496
20250.0,4.2500,2.9600,7.9679
20300.0,4.2500,3.1100,8.0496
20350.0,4.3300,3.1100,8.0088
20400.0,4.3300,3.0600,7.9679
20450.0,4.3300,2.9800,7.9270
20500.0,4.3300,3.0600,8.0769
20550.0,4.2500,2.9600,7.9270
20600.0,4.2100,2.8300,7.8862
20650.0,4.6300,3.2600,8.3901
20700.0,4.7100,3.3400,8.0496
20750.0,4.6300,3.3800,7.8862
20800.0,4.2100,3.1100,7.9270
20850.0,4.0600,2.6800,8.1177
20900.0,3.8300,2.4500,7.7772
20950.0,4.2100,2.9600,7.9270
21000.0,4.5200,3.2600,7.9679
21050.0,4.6300,3.0600,8.0769
21100.0,4.6000,3.0200,8.0769
21150.0,4.4000,3.1500,7.9679
21200.0,4.4400,3.1100,8.0088
21250.0,4.3300,2.9800,8.0088
21300.0,4.2100,2.9600,7.9679
21350.0,4.2500,2.9600,7.9679
21400.0,4.4000,3.0600,8.0088
21450.0,4.4400,2.9800,8.0088
21500.0,4.4000,3.0200,8.0496
21550.0,4.3700,3.0600,8.0496
21600.0,4.3700,3.0200,8.0496
21650.0,4.4000,3.0600,7.9679
21700.0,4.3300,3.0200,8.0769
21750.0,4.3300,2.9800,7.9679
21800.0,4.3300,2.9600,7.9270
21850.0,4.1000,2.8300,7.9270
21900.0,4.4000,3.0600,8.0769
21950.0,4.4800,3.1500,8.0496
22000.0,4.4800,3.2100,8.0088
22050.0,4.3700,3.0200,7.9679
22100.0,4.2100,2.9800,7.9679
22150.0,4.1800,2.9600,8.0088
22200.0,4.3300,3.0200,8.0088
22250.0,4.4400,3.0600,8.0088
22300.0,4.4400,3.1100,7.9679
22350.0,4.3300,3.0200,8.0088
22400.0,4.3300,2.9800,8.0088
22450.0,4.4400,3.1100,7.9679
22500.0,4.4000,3.0600,8.0088
22550.0,4.3700,3.0200,7.9679
22600.0,4.3300,3.0200,7.9679
22650.0,4.3300,3.0600,7.9679
22700.0,4.3700,3.0200,8.0088
22750.0,4.3300,2.9600,8.0088
22800.0,4.2500,2.9800,8.0496
22850.0,4.3300,3.0200,8.0088
22900.0,4.4000,3.0600,8.0769
22950.0,4.3300,2.9800,7.8862
23000.0,4.2500,2.9800,8.0496
23050.0,4.2500,3.0600,8.0769
23100.0,4.2500,2.9800,8.0496
23150.0,4.3300,2.9800,8.0496
23200.0,4.2900,2.9600,8.0769
23250.0,4.2900,2.9800,8.0088
23300.0,4.3700,2.9800,8.0769
23350.0,4.3700,2.9800,8.0769
23400.0,4.2500,2.9800,8.0496
23450.0,4.2900,2.9600,8.0088
23500.0,4.3300,2.9800,8.0088
23550.0,4.2900,3.0200,8.0088
23600.0,4.2900,2.9800,8.0769
23650.0,4.2900,3.0200,8.0496
23700.0,4.2900,3.0200,8.0496
23750.0,4.2900,2.9800,8.0088
23800.0,4.2900,2.9800,8.0088
23850.0,4.2900,2.9800,8.0088
23900.0,4.2900,2.9800,8.0496
23950.0,4.2900,3.0200,8.0769
24000.0,4.2900,3.0200,8.0769
24050.0,4.2900,3.0200,8.0088
24100.0,4.2900,3.0200,7.9679
24150.0,4.2900,2.9800,8.0496
24200.0,4.2500,2.9800,8.0088
24250.0,4.2900,3.0200,8.0496
24300.0,4.3300,2.9800,7.9679
24350.0,4.3300,2.9800,8.0496
24400.0,4.3300,3.0200,8.0088
24450.0,4.2900,2.9800,8.0496
24500.0,4.2900,3.0200,8.0088
24550.0,4.2500,2.9800,8.0496
24600.0,4.2900,3.0200,8.0088
24650.0,4.3300,2.9800,8.0088
24700.0,4.2900,3.0200,8.0769
24750.0,4.2900,2.9800,8.0496
24800.0,4.3300,3.0200,8.0088
24850.0,4.3700,3.0600,8.0769
24900.0,4.2900,3.0200,8.0088
24950.0,4.2900,2.9800,8.0496
25000.0,4.3300,3.0200,8.0088
25050.0,4.3300,3.0200,8.0088
25100.0,4.3300,2.9800,8.0088
25150.0,4.3300,3.0200,8.0088
25200.0,4.3300,3.0200,8.0088
25250.0,4.3700,3.0200,8.0088
25300.0,4.3300,3.0200,8.0088
25350.0,4.2900,3.0600,8.0088
25400.0,4.2900,3.0200,8.0496
25450.0,4.3300,3.0200,8.0496
25500.0,4.2500,2.9800,7.9679
25550.0,4.2500,2.9800,8.0088
25600.0,4.3300,2.9800,8.0088
25650.0,4.3300,3.0200,8.0088
25700.0,4.2900,3.0600,8.0496
25750.0,4.3700,3.0200,8.0088
25800.0,4.3300,2.9800,8.0496
25850.0,4.2900,3.0200,8.0769
25900.0,4.3300,3.0200,8.0496
25950.0,4.3300,3.0200,8.0496
26000.0,4.2900,3.0200,8.0088
26050.0,4.2900,3.0200,8.0496
26100.0,4.2900,2.9800,8.0088
26150.0,4.2900,3.0200,8.0088
26200.0,4.2900,2.9800,8.0088
26250.0,4.3700,3.0200,8.0088
26300.0,4.3300,3.0600,7.9679
26350.0,4.3300,3.0600,8.0088
26400.0,4.2500,3.0200,7.9679
26450.0,4.3300,3.0200,8.0088
26500.0,4.3300,3.0200,8.0088
26550.0,4.2900,3.0200,8.0088
26600.0,4.3300,3.0200,8.0496
26650.0,4.2900,3.0200,8.0088
26700.0,4.2900,3.0600,8.0496
26750.0,4.3300,3.0200,8.0088
26800.0,4.2900,2.9800,8.0088
26850.0,4.3700,3.0200,8.0088
26900.0,4.2900,3.0200,8.0088
26950.0,4.3300,3.1100,8.0088
27000.0,4.2900,3.1100,7.9679
27050.0,4.1800,3.0600,8.0496
27100.0,4.2500,3.1100,8.0496
27150.0,4.2500,3.0200,7.9679
27200.0,4.2900,3.0200,7.9679
27250.0,4.3300,3.0600,8.0496
27300.0,4.3700,3.2100,7.9679
27350.0,4.4800,2.9800,8.0088
27400.0,4.2900,3.1100,7.9679
27450.0,4.3300,3.1100,8.0769
27500.0,4.3300,3.1100,8.0088
27550.0,4.2100,3.0200,7.9270
27600.0,4.2100,3.2600,7.9270
27650.0,4.4800,3.1700,7.9270
27700.0,4.4400,3.3000,7.8862
27750.0,4.3300,3.1700,7.9679
27800.0,4.0600,3.2100,7.9679
27850.0,4.2900,2.9800,7.9270
27900.0,4.4400,2.7200,7.8589
27950.0,4.3700,3.0200,7.8862
28000.0,4.2900,3.3000,7.9679
28050.0,4.5200,3.3400,7.8589
28100.0,4.4400,2.8700,8.0769
28150.0,4.2100,2.8300,8.1586
28200.0,4.3300,3.0600,8.0088
28250.0,4.6000,3.1700,7.8181
28300.0,4.7500,3.1700,8.0769
28350.0,4.1800,3.0200,8.0088
28400.0,3.8700,3.2600,8.0088
28450.0,4.2500,3.1700,7.9270
28500.0,4.4800,3.0200,8.0496
28550.0,4.2900,2.9600,8.0496
28600.0,4.1000,2.9800,8.0088
28650.0,4.3700,2.9600,8.0088
28700.0,4.5200,2.9800,7.9270
28750.0,4.3700,3.0600,8.0088
28800.0,4.4000,3.1700,7.9679
28850.0,4.1000,3.0600,8.1177
28900.0,4.7100,3.1500,7.8181
28950.0,4.1800,2.9800,7.9679
29000.0,4.1800,3.0600,8.1177
29050.0,4.1800,3.0600,8.1177
29100.0,4.2100,2.9100,8.0496
29150.0,4.2900,3.0600,8.1177
29200.0,4.2100,3.0600,8.0496
29250.0,4.2900,3.1500,8.0496
29300.0,4.2900,3.1100,7.9679
29350.0,4.3700,3.2600,8.0496
29400.0,4.4000,3.1700,8.0496
29450.0,4.4400,3.1700,8.1177
29500.0,4.3700,2.9800,8.0088
29550.0,4.3700,2.9800,8.0088
29600.0,4.3700,2.9800,8.0088
29650.0,4.0200,2.8700,8.1177
29700.0,4.1000,3.0600,8.0088
29750.0,4.2100,3.2100,7.8862
29800.0,4.4400,3.2600,8.0496
29850.0,4.4400,3.2100,7.9679
29900.0,4.3700,3.1500,7.9270
29950.0,4.2900,3.1500,8.0496
30000.0,4.2500,3.1100,8.0496
30050.0,4.2100,3.1100,7.9679
30100.0,4.1800,3.1100,7.9270
30150.0,4.2100,3.1700,8.0496
30200.0,4.4000,3.1500,8.0088
30250.0,4.4000,3.0200,7.8862
30300.0,4.3700,3.1100,8.0088
30350.0,4.3700,3.1100,8.0088
30400.0,4.3300,2.9800,7.9679
30450.0,4.4000,3.0200,8.0088
30500.0,4.2500,3.0600,8.0088
30550.0,4.4000,3.1100,7.9270
30600.0,4.4400,3.0200,7.9270
30650.0,4.4000,3.0200,7.9679
30700.0,4.4000,3.0600,7.9679
30750.0,4.4000,3.1100,7.9270
30800.0,4.4000,3.1500,8.0088
30850.0,4.2900,3.0600,8.0088
30900.0,4.2900,3.0200,8.0088
30950.0,4.2900,3.0200,8.0088
31000.0,4.2900,3.0200,8.0088
31050.0,4.2900,2.9100,8.0088
31100.0,4.3700,3.0200,8.0769
31150.0,4.4800,3.0600,7.9679
31200.0,4.4400,3.0200,7.9270
31250.0,4.3300,3.0200,8.0496
31300.0,4.3700,3.0200,8.0088
31350.0,4.3300,3.1100,7.9270
31400.0,4.2100,3.0600,8.0088
31450.0,4.2100,3.0600,8.0496
31500.0,4.3700,2.9800,8.0088
31550.0,4.4000,3.0200,7.9679
31600.0,4.3300,2.9800,8.0088
31650.0,4.3300,3.0200,8.0496
31700.0,4.3700,3.0600,8.0496
31750.0,4.3700,3.0200,8.0088
31800.0,4.2900,3.0200,8.0088
31850.0,4.2900,3.0600,8.0088
31900.0,4.2900,3.0200,8.0088
31950.0,4.2500,3.0600,8.0088
32000.0,4.2900,3.0200,8.0496
32050.0,4.3700,3.0600,7.9679
32100.0,4.3300,3.0200,8.0088
32150.0,4.3300,3.0200,8.0088
32200.0,4.2900,3.0200,8.0088
32250.0,4.2900,3.0600,8.0769
32300.0,4.2900,3.0600,8.0088
32350.0,4.3300,3.0600,8.0088
32400.0,4.2900,3.0600,8.0088
32450.0,4.2900,3.0600,8.0088
32500.0,4.3300,3.0600,8.0088
32550.0,4.2500,3.0200,8.0088
32600.0,4.2500,3.0600,8.0088
32650.0,4.2900,3.0600,7.9679
32700.0,4.3300,3.0600,8.0088
32750.0,4.2500,3.0600,8.0088
32800.0,4.2100,3.0600,8.0496
32850.0,4.2900,3.1100,8.0088
32900.0,4.2900,3.0600,8.0496
32950.0,4.2900,3.0600,8.0088
33000.0,4.2100,2.9100,8.0496
33050.0,4.3300,2.9800,8.0088
33100.0,4.3700,3.0200,8.0496
33150.0,4.3700,3.0600,7.9679
33200.0,4.2500,3.0600,8.0496
33250.0,4.2500,3.0600,7.9679
33300.0,4.2900,3.1500,8.0496
33350.0,4.2100,3.1100,8.0496
33400.0,4.2500,3.0600,8.0088
33450.0,4.2900,3.0600,8.0496
33500.0,4.2500,3.0600,8.0769
33550.0,4.2100,3.0600,8.0088
33600.0,4.3300,3.0200,7.9679
33650.0,4.3300,3.0200,7.9679
33700.0,4.2900,3.0200,8.0088
33750.0,4.2900,3.0200,8.0088
33800.0,4.3700,3.0200,8.0088
33850.0,4.2900,3.0600,8.0088
33900.0,4.2500,3.0600,8.0496
33950.0,4.2100,3.0200,7.9679
34000.0,4.2900,2.9800,8.0088
34050.0,4.2900,2.9800,8.0088
34100.0,4.2900,3.1100,8.0496
34150.0,4.3700,3.0600,7.9270
34200.0,4.2900,3.1100,8.0496
34250.0,4.2900,3.0600,8.0088
34300.0,4.2900,3.0600,8.0496
34350.0,4.3300,3.0200,7.9270
34400.0,4.2100,3.0200,8.0496
34450.0,4.2500,3.0200,8.0496
34500.0,4.3300,3.1100,7.9679
34550.0,4.3300,3.1100,8.0496
34600.0,4.3300,3.0600,8.0769
34650.0,4.2900,3.0200,8.0088
34700.0,4.3700,3.0600,7.9679
34750.0,4.3700,3.0200,7.9679
34800.0,4.3300,3.0200,8.0496
34850.0,4.3700,3.0200,7.9270
34900.0,4.2100,3.0600,8.0496
