timestamp,acc_x,acc_y,acc_z
4300.0,2.9800,9.5100,1.0760
4350.0,3.2600,9.3000,1.3076
4400.0,3.6800,9.1100,1.4165
4450.0,3.6000,9.0400,1.3076
4500.0,3.1100,9.5100,1.1850
4550.0,3.1100,9.3000,1.1441
4600.0,3.3000,9.2800,1.0760
4650.0,2.9800,9.4700,1.0351
4700.0,2.5300,9.7000,0.9262
4750.0,3.1100,9.3400,1.1441
4800.0,3.6400,9.0800,1.2667
4850.0,3.6000,9.1500,1.1441
4900.0,3.1100,9.4300,1.3076
4950.0,3.4500,9.3000,1.4982
5000.0,3.2100,9.0400,1.2667
5050.0,3.2600,9.5100,1.1441
5100.0,1.9500,9.9600,0.8853
5150.0,3.5300,8.7700,1.3348
5200.0,2.9800,9.6600,1.1169
5250.0,3.0200,9.2800,1.2258
5300.0,3.3400,9.2300,1.1850
5350.0,2.9600,9.3800,1.3348
5400.0,3.1500,9.2800,1.3076
5450.0,2.9800,9.3400,1.1850
5500.0,3.2600,9.2800,1.3348
5550.0,3.1700,9.3800,1.1169
5600.0,3.1100,9.4300,1.1169
5650.0,3.1500,9.3400,1.1169
5700.0,3.1100,9.4300,1.1169
5750.0,3.3800,9.3400,1.2667
5800.0,3.3800,9.3400,1.2667
5850.0,3.0600,9.3800,1.2258
5900.0,3.0600,9.4300,1.3348
5950.0,3.0600,9.4300,1.3348
6000.0,3.4500,9.2300,1.1850
6050.0,3.2100,9.3000,1.2667
6100.0,2.9100,9.4700,1.3348
6150.0,3.1700,9.2300,1.1850
6200.0,3.1700,9.2800,1.2667
6250.0,3.0600,9.2300,1.3348
6300.0,3.0200,9.2800,1.2258
6350.0,3.0600,9.3800,1.3348
6400.0,3.1100,9.3000,1.3076
6450.0,3.2600,9.2800,1.2258
6500.0,3.0600,9.3000,1.3757
6550.0,3.0200,9.4300,1.3076
6600.0,3.1100,9.2800,1.2258
6650.0,3.1500,9.2800,1.2258
6700.0,3.1100,9.3400,1.3076
6750.0,3.1500,9.2800,1.2667
6800.0,3.1100,9.3400,1.2258
6850.0,3.0600,9.3000,1.3076
6900.0,3.1500,9.2800,1.1850
6950.0,3.1500,9.2300,1.2667
7000.0,3.1100,9.3800,1.2258
7050.0,3.0200,9.3000,1.2258
7100.0,3.1700,9.3000,1.2667
7150.0,3.1500,9.3000,1.2667
7200.0,3.1500,9.2800,1.2667
7250.0,3.1100,9.3000,1.2667
7300.0,3.1100,9.3400,1.3076
7350.0,3.0200,9.2300,1.2258
7400.0,3.3800,9.0800,1.3348
7450.0,3.0600,9.3000,1.2667
7500.0,2.9600,9.3800,1.1850
7550.0,2.9100,9.4300,1.2667
7600.0,3.1500,9.3000,1.2258
7650.0,3.1700,9.2800,1.3348
7700.0,3.1500,9.2300,1.2667
7750.0,3.1100,9.3000,1.1850
7800.0,3.1700,9.3000,1.2667
7850.0,3.2600,9.2800,1.1850
7900.0,3.1700,9.3400,1.3076
7950.0,3.1100,9.3000,1.2667
8000.0,3.1100,9.3400,1.1850
8050.0,3.1500,9.3000,1.3076
8100.0,3.1100,9.2800,1.1441
8150.0,3.1500,9.2800,1.2258
8200.0,3.2100,9.2800,1.1850
8250.0,3.1700,9.3000,1.2667
8300.0,3.1500,9.3000,1.1169
8350.0,3.1500,9.3800,1.1850
8400.0,3.2100,9.3000,1.2258
8450.0,3.2100,9.1900,1.2258
8500.0,3.1700,9.2300,1.2258
8550.0,3.1500,9.3000,1.2667
8600.0,3.1700,9.3000,1.1850
8650.0,3.0200,9.3000,1.2258
8700.0,3.1100,9.3400,1.3076
8750.0,3.0600,9.1900,1.2258
8800.0,3.2600,9.1500,1.2258
8850.0,2.9600,9.4300,1.2667
8900.0,3.0200,9.3400,1.1850
8950.0,3.1700,9.3400,1.1441
9000.0,3.1700,9.2800,1.3076
9050.0,3.1500,9.3400,1.2258
9100.0,3.1500,9.3000,1.2258
9150.0,3.1500,9.3000,1.2667
9200.0,3.1500,9.3000,1.1441
9250.0,3.2100,9.2300,1.2258
9300.0,3.1500,9.3000,1.2258
9350.0,3.0600,9.3000,1.2667
9400.0,3.0600,9.3000,1.1850
9450.0,3.1100,9.2800,1.2258
9500.0,3.1700,9.2300,1.2258
9550.0,3.1500,9.2800,1.1850
9600.0,3.1700,9.2800,1.1850
9650.0,3.1500,9.3000,1.2258
9700.0,3.1700,9.2800,1.1850
9750.0,3.2100,9.2300,1.2667
9800.0,3.1700,9.3400,1.1850
9850.0,3.0600,9.2800,1.1169
9900.0,3.1500,9.3400,1.2258
9950.0,3.2100,9.3400,1.2667
10000.0,3.2100,9.3000,1.2258
10050.0,3.1500,9.3400,1.2667
10100.0,3.1500,9.2800,1.2258
10150.0,3.1500,9.3800,1.3076
10200.0,3.1700,9.1900,1.1441
10250.0,3.1500,9.2300,1.1850
10300.0,2.9800,9.4700,1.3076
10350.0,3.1500,9.2800,1.1169
10400.0,3.1700,9.2300,1.2667
10450.0,3.1500,9.3000,1.2258
10500.0,3.1100,9.3000,1.1441
10550.0,3.1500,9.2800,1.1850
10600.0,3.1500,9.3000,1.1850
10650.0,3.1100,9.3000,1.1850
10700.0,3.2600,9.2800,1.1441
10750.0,3.1500,9.2800,1.3076
10800.0,3.1500,9.3400,1.1169
10850.0,3.1500,9.2300,1.1850
10900.0,3.2600,9.2800,1.2258
10950.0,3.3000,9.2800,1.2258
11000.0,3.1100,9.3800,1.0760
11050.0,3.1100,9.3400,1.1441
11100.0,3.1500,9.4300,1.2258
11150.0,3.1700,9.2300,1.1441
11200.0,3.3000,9.2300,1.2258
11250.0,3.1100,9.3800,1.2667
11300.0,3.1700,9.3000,1.1169
11350.0,3.1500,9.3400,1.2258
11400.0,3.3000,9.3000,1.1850
11450.0,3.1700,9.2800,1.1850
11500.0,3.2100,9.3000,1.1441
11550.0,3.1500,9.3400,1.1441
11600.0,3.2100,9.3400,1.2667
11650.0,3.1500,9.2800,1.2258
11700.0,3.2100,9.1900,1.2258
11750.0,3.0200,9.4300,1.2258
11800.0,3.1100,9.2300,1.1441
11850.0,3.2100,9.1500,1.1850
11900.0,3.0600,9.3400,1.3757
11950.0,3.1100,9.3000,1.2667
12000.0,3.1700,9.2800,1.3076
12050.0,3.1700,9.2800,1.3076
12100.0,3.1100,9.3400,1.2258
12150.0,3.1700,9.2300,1.1441
12200.0,3.1100,9.3000,1.2667
12250.0,3.1700,9.3800,1.1169
12300.0,3.0600,9.2800,1.2258
12350.0,3.1500,9.3000,1.2667
12400.0,3.1700,9.3000,1.1850
12450.0,3.1700,9.3000,1.1850
12500.0,3.1700,9.3400,1.1441
12550.0,3.1100,9.3000,1.2667
12600.0,3.1500,9.2800,1.1441
12650.0,3.3000,9.2300,1.2667
12700.0,3.1500,9.3400,1.2258
12750.0,3.1500,9.3000,1.1441
12800.0,3.1500,9.2800,1.1850
12850.0,3.2100,9.3400,1.2667
12900.0,3.1500,9.3000,1.3076
12950.0,3.1100,9.3000,1.2258
13000.0,3.1700,9.3000,1.2258
13050.0,3.1500,9.3000,1.2258
13100.0,3.1500,9.3400,1.2667
13150.0,3.3000,9.2300,1.1850
13200.0,3.1500,9.3000,1.2258
13250.0,3.1100,9.3400,1.1850
13300.0,3.1100,9.2800,1.1169
13350.0,3.1700,9.3000,1.2667
13400.0,3.1500,9.3000,1.1850
13450.0,3.1500,9.3000,1.2258
13500.0,3.1500,9.3000,1.1850
13550.0,3.1500,9.3000,1.1850
13600.0,3.1500,9.3000,1.2258
13650.0,3.2600,9.2800,1.1850
13700.0,3.1700,9.3400,1.2258
13750.0,3.1700,9.3000,1.1441
13800.0,3.1100,9.3000,1.2258
13850.0,3.1700,9.3000,1.1850
13900.0,3.2100,9.3000,1.1850
13950.0,3.1700,9.3000,1.2258
14000.0,3.1700,9.3000,1.1441
14050.0,3.2100,9.3000,1.2258
14100.0,3.1500,9.3400,1.2258
14150.0,3.3000,9.2300,1.1850
14200.0,3.1500,9.2800,1.2258
14250.0,3.1500,9.3800,1.2258
14300.0,3.0200,9.2800,1.2258
14350.0,3.2100,9.2300,1.3348
14400.0,3.1100,9.3000,1.3076
14450.0,3.1500,9.3000,1.2667
14500.0,3.0600,9.3000,1.2667
14550.0,3.1100,9.2800,1.3076
14600.0,3.1100,9.2800,1.2667
14650.0,3.1500,9.2800,1.1850
14700.0,3.0600,9.3800,1.4165
14750.0,3.1700,9.3800,1.3076
14800.0,3.1700,9.1500,1.1441
14850.0,3.0200,9.3800,1.3076
14900.0,3.1500,9.3400,1.1850
14950.0,3.3000,9.2800,1.1850
15000.0,3.1100,9.3000,1.3076
15050.0,3.1500,9.2800,1.2667
15100.0,3.1500,9.3400,1.2667
15150.0,3.2100,9.2800,1.2258
15200.0,3.1100,9.2800,1.3348
15250.0,2.9800,9.4300,1.2258
15300.0,3.0200,9.3000,1.1850
15350.0,3.1500,9.3000,1.2667
15400.0,3.2100,9.2800,1.2667
15450.0,3.2100,9.3000,1.2667
15500.0,3.1100,9.2800,1.2258
15550.0,3.1700,9.4300,1.1441
15600.0,3.4500,9.3000,1.2667
15650.0,3.1700,9.1500,1.2258
15700.0,2.7900,9.5300,1.1850
15750.0,2.5600,9.5100,1.4982
15800.0,2.8300,9.2800,1.2258
15850.0,3.4500,9.1100,1.1169
15900.0,3.8700,9.1100,1.4982
15950.0,3.1500,9.4300,1.0351
16000.0,3.0600,9.4300,0.9943
16050.0,2.9800,9.3800,1.4574
16100.0,3.1700,9.4300,1.2258
16150.0,3.2100,9.4700,1.1169
16200.0,3.3800,9.1100,1.2258
16250.0,3.4100,9.0000,1.1169
16300.0,3.0600,9.3800,1.1441
16350.0,2.9100,9.4300,1.2258
16400.0,2.9600,9.3800,1.0351
16450.0,3.1700,9.4300,1.2258
16500.0,3.1500,9.2800,1.2258
16550.0,3.3400,9.2300,1.3076
16600.0,2.9100,9.3800,1.2667
16650.0,3.1700,9.3000,1.2667
16700.0,3.1700,9.1900,1.2258
16750.0,3.2600,9.3800,1.2667
16800.0,3.0200,9.3000,1.0351
16850.0,3.1500,9.3400,1.2258
16900.0,3.1500,9.3000,1.1850
16950.0,3.3000,9.2800,1.1850
17000.0,3.1700,9.3000,1.2258
17050.0,3.2100,9.3000,1.1169
17100.0,3.1700,9.3400,1.1441
17150.0,3.2600,9.3400,1.2667
17200.0,3.2600,9.2800,1.0760
17250.0,3.1700,9.3400,1.2258
17300.0,3.1500,9.3000,1.1169
17350.0,3.1100,9.3400,1.1169
17400.0,3.1700,9.3400,1.2667
17450.0,3.2100,9.3000,1.1850
17500.0,3.2100,9.2800,1.1850
17550.0,3.1100,9.3400,1.1850
17600.0,3.2100,9.2800,1.1850
17650.0,3.1100,9.3800,1.2258
17700.0,3.2100,9.1900,1.2258
17750.0,3.1500,9.2800,1.1850
17800.0,3.1500,9.3800,1.2258
17850.0,3.1100,9.2800,1.1850
17900.0,3.1700,9.3000,1.2667
17950.0,3.1500,9.3400,1.2258
18000.0,3.2100,9.2800,1.2258
18050.0,3.1100,9.3400,1.1850
18100.0,3.1100,9.2800,1.2258
18150.0,3.1700,9.2800,1.2258
18200.0,3.1700,9.2800,1.2258
18250.0,3.2100,9.3000,1.1441
18300.0,3.1100,9.3000,1.1850
18350.0,3.1100,9.3000,1.1441
18400.0,3.2100,9.3000,1.1441
18450.0,3.1700,9.2800,1.2258
18500.0,3.2600,9.2800,1.2258
18550.0,3.1100,9.3000,1.1850
18600.0,3.2100,9.3000,1.1169
18650.0,3.1500,9.3000,1.1441
18700.0,3.1700,9.3000,1.2258
18750.0,3.2100,9.2300,1.1441
18800.0,3.2100,9.2300,1.2258
18850.0,3.0600,9.4700,1.2258
18900.0,3.1500,9.2800,1.1850
18950.0,3.1700,9.2300,1.2258
19000.0,3.1100,9.3400,1.2667
19050.0,3.1500,9.2300,1.2258
19100.0,3.1500,9.2800,1.2667
19150.0,3.1500,9.2800,1.2258
19200.0,3.0600,9.3400,1.2667
19250.0,3.2100,9.2300,1.2258
19300.0,3.1500,9.2800,1.3348
19350.0,3.1100,9.3800,1.1850
19400.0,3.1700,9.3000,1.1441
19450.0,3.1500,9.2800,1.3076
19500.0,3.1700,9.3400,1.2258
19550.0,3.1500,9.2800,1.1850
19600.0,3.1500,9.2800,1.1850
19650.0,3.1700,9.3000,1.3076
19700.0,3.1100,9.3000,1.1850
19750.0,3.1100,9.2300,1.1850
19800.0,3.1100,9.3400,1.2258
19850.0,3.1700,9.3000,1.1441
19900.0,3.1100,9.3000,1.1441
19950.0,3.1700,9.3000,1.2258
20000.0,3.1700,9.3000,1.1850
20050.0,3.1500,9.3000,1.1850
20100.0,3.1500,9.3000,1.2258
20150.0,3.1700,9.3000,1.1850
20200.0,3.1500,9.3400,1.1850
20250.0,3.2100,9.2800,1.0760
20300.0,3.1500,9.3000,1.3076
20350.0,3.2600,9.2800,1.1441
20400.0,3.1100,9.3800,1.1441
20450.0,3.1700,9.3000,1.2667
20500.0,3.1700,9.2800,1.1850
20550.0,3.1100,9.3400,1.3076
20600.0,3.1700,9.3000,1.1441
20650.0,3.1500,9.2800,1.1850
20700.0,3.1100,9.3800,1.3348
20750.0,3.2100,9.1900,1.1441
20800.0,3.1700,9.1900,1.1850
20850.0,3.0600,9.3800,1.2667
20900.0,3.0600,9.3000,1.0760
20950.0,3.2100,9.2300,1.3076
21000.0,3.1500,9.3400,1.2258
21050.0,3.1100,9.2800,1.2258
21100.0,3.1100,9.3000,1.1850
21150.0,3.1500,9.2800,1.1441
21200.0,3.1100,9.3000,1.2258
21250.0,3.2100,9.2300,1.1441
21300.0,3.1500,9.3400,1.3348
21350.0,3.1100,9.3000,1.1441
21400.0,3.0200,9.3000,1.2258
21450.0,3.1700,9.3000,1.1850
21500.0,3.1500,9.3000,1.2258
21550.0,3.1500,9.2800,1.1850
21600.0,3.1500,9.3000,1.1441
21650.0,3.1500,9.3400,1.2258
21700.0,3.1500,9.3000,1.1441
21750.0,3.2600,9.2800,1.1850
21800.0,3.1500,9.3400,1.1850
21850.0,3.1500,9.2800,1.1441
21900.0,3.0600,9.2800,1.2258
21950.0,3.1700,9.3000,1.2667
22000.0,3.2100,9.2800,1.1441
22050.0,3.1500,9.3800,1.1850
22100.0,3.1700,9.2800,1.1850
22150.0,3.1500,9.3000,1.1850
22200.0,3.1100,9.3800,1.3076
22250.0,3.2600,9.2300,1.1441
22300.0,3.1100,9.2300,1.3076
22350.0,3.0200,9.4300,1.1850
22400.0,3.1100,9.2800,1.1441
22450.0,3.2100,9.1900,1.3076
22500.0,3.1100,9.3000,1.2258
22550.0,3.1100,9.3800,1.2258
22600.0,3.1700,9.3800,1.1169
22650.0,3.4100,9.1900,1.2667
22700.0,3.0600,9.3400,1.3348
22750.0,3.1100,9.2800,1.1850
22800.0,3.0600,9.3400,1.1441
22850.0,3.2600,9.3000,1.3348
22900.0,2.9100,9.3800,1.1850
22950.0,3.1700,9.3800,1.1850
23000.0,2.8700,9.3800,1.1850
23050.0,3.1500,9.2300,1.4165
23100.0,2.9600,9.2800,1.2667
23150.0,3.2100,9.2800,1.2667
23200.0,3.2100,9.2800,1.2667
23250.0,3.1700,9.1900,1.3076
23300.0,3.1500,9.2300,1.2258
23350.0,2.7900,9.5800,1.3348
23400.0,3.0200,9.2800,1.3076
23450.0,3.1100,9.3000,1.1169
23500.0,3.1500,9.2800,1.3348
23550.0,3.1700,9.2800,1.1850
23600.0,3.0200,9.3800,1.1850
23650.0,3.1100,9.3000,1.2667
23700.0,3.1500,9.4300,1.2667
23750.0,3.1500,9.1900,1.2258
23800.0,3.3400,9.2800,1.1850
23850.0,3.0200,9.3000,1.2667
23900.0,3.0600,9.3800,1.0760
23950.0,2.9800,9.3800,1.1441
24000.0,3.4900,9.0400,1.3076
24050.0,3.3400,9.1100,1.3076
24100.0,3.0600,9.3800,1.2258
24150.0,2.9100,9.4700,1.1169
24200.0,2.9800,9.5300,0.9262
24250.0,3.2600,9.3000,1.2667
24300.0,3.2600,9.3000,1.2667
24350.0,3.2600,9.3000,1.2667
24400.0,3.0600,9.4300,1.1441
24450.0,3.0200,9.3400,0.9943
24500.0,3.1700,9.3000,1.1850
24550.0,3.1700,9.3400,1.1441
24600.0,3.3000,9.3000,1.1441
24650.0,3.1700,9.2800,1.1441
24700.0,3.1700,9.3000,1.1850
24750.0,3.1700,9.3400,1.2258
24800.0,3.3400,9.2300,1.1441
24850.0,3.1700,9.2800,1.1850
24900.0,3.1100,9.4300,1.1850
24950.0,3.1500,9.3000,1.0760
25000.0,3.2600,9.1900,1.0760
25050.0,3.2100,9.2300,1.1441
25100.0,3.1100,9.3400,1.2258
25150.0,3.1100,9.3400,1.1850
25200.0,3.2600,9.2800,1.0760
25250.0,3.1700,9.3400,1.2667
25300.0,3.1100,9.2300,1.0760
25350.0,3.1100,9.3000,1.1441
25400.0,2.9800,9.5100,1.1850
25450.0,3.3800,9.3400,1.2258
25500.0,3.5700,9.1900,1.1850
25550.0,3.5700,9.2300,1.1169
25600.0,2.9800,9.4300,1.0351
25650.0,2.9600,9.3800,1.1441
25700.0,2.9600,9.4300,1.0351
25750.0,3.1700,9.3000,1.2667
25800.0,3.3800,9.1900,1.1441
25850.0,3.3800,9.2300,1.2667
25900.0,3.0200,9.3800,1.1169
25950.0,3.0200,9.3400,1.0760
26000.0,3.2100,9.4300,1.0760
26050.0,3.1500,9.2300,1.1850
26100.0,3.3400,9.1900,1.2667
26150.0,3.0600,9.3000,1.1441
26200.0,3.1700,9.3400,1.1441
26250.0,3.1100,9.4300,1.0760
26300.0,3.1700,9.4300,1.2667
26350.0,3.3400,9.1100,1.2258
26400.0,3.3400,9.1100,1.1441
26450.0,2.8700,9.5300,1.2667
26500.0,3.0200,9.4700,1.1441
26550.0,3.4100,9.1900,1.1169
26600.0,3.4900,9.2800,1.2667
26650.0,3.1100,9.3400,1.3076
26700.0,2.8700,9.3400,1.1169
26750.0,2.8700,9.3800,1.0760
26800.0,3.2100,9.2800,1.4165
26850.0,3.1100,9.2300,1.1441
26900.0,3.2600,9.3000,1.1850
26950.0,3.0200,9.4300,1.1441
27000.0,3.0600,9.2800,1.1850
27050.0,3.0200,9.3400,1.2667
27100.0,3.2600,9.2300,1.1850
27150.0,3.2600,9.3400,1.1441
27200.0,3.1700,9.3800,1.1850
27250.0,3.3000,9.3400,1.1441
27300.0,3.1700,9.3400,1.1441
27350.0,3.1700,9.2300,1.1850
27400.0,3.3000,9.2300,1.2258
27450.0,3.1500,9.3400,1.2667
27500.0,3.0200,9.3400,1.2258
27550.0,3.1500,9.3400,1.1169
27600.0,3.2100,9.1900,1.2667
27650.0,3.1500,9.2300,1.1850
27700.0,3.0200,9.3400,1.1850
27750.0,3.0600,9.3400,1.2258
27800.0,2.9800,9.4300,1.0760
27850.0,3.4500,9.2800,1.3757
27900.0,3.4100,9.0800,1.2258
27950.0,3.1500,9.3000,1.3076
28000.0,2.7200,9.5100,1.2258
28050.0,2.9100,9.3800,0.9262
28100.0,3.3800,9.2800,1.2258
28150.0,3.4900,9.1500,1.2667
28200.0,3.1100,9.3000,1.2258
28250.0,2.8700,9.4700,1.1850
28300.0,3.3000,9.2300,1.1850
28350.0,3.3000,9.2300,1.2258
28400.0,3.1100,9.3400,1.1441
28450.0,3.0200,9.4700,1.1441
28500.0,3.3400,9.2300,1.2667
28550.0,3.2600,9.1900,1.1441
28600.0,2.9600,9.4700,1.2258
28650.0,3.1100,9.3800,1.1169
28700.0,3.2600,9.2300,1.2667
28750.0,3.2100,9.2300,1.2667
28800.0,2.9800,9.4300,1.1441
28850.0,3.1100,9.3000,1.2258
28900.0,3.1100,9.1500,1.1850
28950.0,3.2600,9.2800,1.2258
29000.0,2.9800,9.4300,1.2667
29050.0,3.2100,9.2800,1.1850
29100.0,3.1100,9.3000,1.1850
29150.0,3.1700,9.3000,1.3076
29200.0,3.1100,9.2800,1.1850
29250.0,3.1700,9.2800,1.1441
29300.0,3.1100,9.3000,1.1850
29350.0,3.1500,9.3400,1.2258
29400.0,3.1700,9.3000,1.1441
29450.0,3.1700,9.3000,1.1441
29500.0,3.1500,9.3800,1.2258
29550.0,3.2100,9.3000,1.0760
29600.0,3.2100,9.3000,1.0760
29650.0,3.0600,9.3000,1.2258
29700.0,3.3800,9.1500,1.1850
29750.0,3.0600,9.3400,1.2258
29800.0,3.2100,9.3400,1.0351
29850.0,3.2100,9.3000,1.1441
29900.0,3.2600,9.2800,1.1169
29950.0,3.1700,9.2800,1.1850
30000.0,3.2600,9.2800,1.1441
30050.0,3.1100,9.3000,1.2258
30100.0,3.1500,9.3000,1.1441
30150.0,3.1500,9.3000,1.1169
30200.0,3.2600,9.3000,1.2258
30250.0,3.2600,9.2800,1.0760
30300.0,3.1700,9.3000,1.1850
30350.0,3.1700,9.3000,1.1850
30400.0,3.1700,9.3000,1.1850
30450.0,3.1700,9.3400,1.1441
30500.0,3.2600,9.1900,1.1441
30550.0,3.2600,9.1900,1.1441
30600.0,3.0200,9.4300,1.2667
30650.0,3.0200,9.3400,1.0760
30700.0,3.1700,9.2800,1.2258
30750.0,3.4100,9.1500,1.2667
30800.0,3.1500,9.2800,1.2258
30850.0,2.9100,9.4700,1.1441
30900.0,3.1100,9.4300,0.9943
30950.0,3.3800,9.1900,1.2667
31000.0,3.1700,9.2300,1.1850
31050.0,3.0600,9.3800,1.2258
31100.0,3.1100,9.3800,1.1441
31150.0,3.2100,9.2300,1.1850
31200.0,3.2100,9.2300,1.2258
31250.0,3.1100,9.3400,1.1850
31300.0,3.1500,9.3400,1.1169
31350.0,3.1700,9.2800,1.1441
31400.0,3.2600,9.2800,1.1441
31450.0,3.2100,9.4300,1.1169
31500.0,3.1700,9.3000,1.1169
31550.0,3.3000,9.2300,1.1441
31600.0,3.1700,9.3400,1.2258
31650.0,3.2600,9.3000,1.1169
31700.0,3.1500,9.3800,1.1169
31750.0,3.2600,9.3000,1.1850
31800.0,3.2100,9.3000,1.1441
31850.0,3.1700,9.2800,1.1850
31900.0,3.1700,9.2800,1.0760
31950.0,3.1700,9.3000,1.1169
32000.0,3.1500,9.4300,1.2258
32050.0,3.2100,9.1900,1.1169
32100.0,3.2100,9.2300,1.2258
32150.0,3.1500,9.3800,1.1850
32200.0,3.1700,9.2800,1.0351
32250.0,3.1500,9.2800,1.1850
32300.0,3.2100,9.2800,1.1850
32350.0,3.1500,9.3000,1.1441
32400.0,3.2100,9.3000,1.1441
32450.0,3.1700,9.3000,1.1441
32500.0,3.1500,9.3000,1.2258
32550.0,3.1700,9.3000,1.1441
32600.0,3.3000,9.2300,1.1850
32650.0,3.1500,9.3000,1.1169
32700.0,3.2100,9.2800,1.0760
32750.0,3.1100,9.2800,1.1850
32800.0,3.3400,9.2300,1.1850
32850.0,3.1700,9.3000,1.1169
32900.0,3.1500,9.3000,1.1169
32950.0,3.1500,9.3000,1.1441
33000.0,3.1100,9.2800,1.1169
33050.0,3.2100,9.3400,1.1441
33100.0,3.1100,9.3000,1.1169
33150.0,3.4500,9.1500,1.1169
33200.0,3.1700,9.3000,1.1850
33250.0,3.2100,9.3000,1.1441
33300.0,3.1700,9.3000,1.1441
33350.0,3.2600,9.2800,1.1850
33400.0,3.1700,9.3000,1.1850
33450.0,3.1700,9.3000,1.1441
33500.0,3.2100,9.2300,1.1441
33550.0,3.1500,9.2800,1.1169
33600.0,3.1500,9.4300,1.1850
33650.0,3.3000,9.2300,1.1169
33700.0,3.2600,9.2300,1.1441
33750.0,3.1500,9.3800,1.1850
33800.0,3.1500,9.2800,1.0760
33850.0,3.1700,9.2800,1.1441
33900.0,3.1700,9.3000,1.1441
33950.0,3.2600,9.3000,1.1441
34000.0,3.1700,9.3000,1.1169
34050.0,3.1500,9.2800,1.1441
34100.0,3.1500,9.3000,1.1850
34150.0,3.2100,9.3000,1.1441
34200.0,3.2600,9.1900,1.1850
34250.0,3.1700,9.3000,1.1850
34300.0,3.2600,9.2800,1.1850
34350.0,3.1100,9.2800,1.1169
34400.0,3.2600,9.2800,1.1441
34450.0,3.2100,9.3000,1.0760
34500.0,3.2100,9.3000,1.1441
34550.0,3.2100,9.3000,1.0760
34600.0,3.2600,9.3000,1.0760
34650.0,3.2100,9.3000,1.1441
34700.0,3.1700,9.3000,1.1169
34750.0,3.3400,9.2300,1.1169
34800.0,3.2100,9.3000,1.1850
34850.0,3.1500,9.3800,1.1441
34900.0,3.2100,9.2800,1.1169
